id,final_bertopic
1997,pasokan base fuel atau bahan bakar minyak bbm yang diimpor oleh pertamina hingga saat ini rabu belum dibeli oleh badan usaha bu swasta penyalur bbm baik dari shell apr join venture bp akr maupun dari vivo wakil direktur utama pertamina patra niaga achmad muchtasyar menjelaskan sebelumnya bp akr dan vivo sepakat untuk membeli bbm murni dari pertamina hanya saja selang beberapa waktu vivo dan bp akr membatalkan membeli bbm pertamina achmad menyampaikan bahwa alasan kedua spbu swasta tersebut membatalkan pembelian bbm karena base fuel pertamina diketahui mengandung etanol sebesar hal ini tidak sesuai dengan kriteria mereka padahal kata achmad menurut regulasi kandungan etanol dalam bbm diperbolehkan hingga batas isu yang disampaikan kepada rekan rekan spbu ini adalah mengenai konten kontennya itu ada kandungan etanol nah dimana secara regulasi itu diperkenankan etanol itu sampai jumlah tertentu kalau tidak salah sampai etanol kalau tidak salah sedangkan ada etanol katanya saat rapat dengar pendapat dengan komisi xii dpr ri rabu nah ini yang membuat kondisi teman teman spbu swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut dimana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah tambahnya achmad menyampaikan bahwa selain vivo dan bp akr pihaknya juga sempat melakukan negosiasi dengan shell namun negosiasi tersebut tidak berjalan lancar ia mengatakan negosiasi tidak berlanjut karena adanya proses birokrasi internal perusahaan tersebut tidak bisa melakukan meneruskan negosiasi ini dikarenakan bahwa ada birokrasi internal yang harus ditempuh katanya sementara itu perwakilan vivo indonesia mengakui bahwa memang pihaknya memang tidak jadi melakukan pembelian dari pertamina memang betul kami sesuai dengan saran dari pak menteri kami telah mengadakan negosiasi dengan pertamina untuk membeli tapi karena ada beberapa hal teknis yang tidak bisa dipenuhi oleh pertamina sehingga apa yang sudah kami mintakan itu dengan terpaksa dibatalkan tapi tidak menutup kemungkinan kami akan berkoordinasi dengan pertamina untuk saat saat mendatang apa yang kami minta mungkin bisa dipenuhi pertamina katanya
1998,badan usaha bu swasta penyalur bahan bakar minyak bbm vivo dan apr join venture bp akr batal membeli base fuel atau bahan bakar minyak bbm murni dari pertamina sebelumnya vivo menyatakan sepakat untuk membeli sebanyak ribu barel hal ini diungkapkan oleh wakil direktur utama pertamina patra niaga achmad muchtasyar saat rapat dengar pendapat dengan komisi xii dpr ri rabu vivo membatalkan untuk melanjutkan akhirnya tidak disepakati lagi lalu tinggal apr apr akhirnya tidak juga jadi tidak ada semua katanya achmad menyampaikan alasan pembatalan tersebut karena base fuel pertamina diketahui mengandung etanol sebesar padahal menurut regulasi kandungan etanol dalam bbm diperbolehkan hingga batas isu yang disampaikan kepada rekan rekan spbu ini adalah mengenai konten kontennya itu ada kandungan etanol nah dimana secara regulasi itu diperkenankan etanol itu sampai jumlah tertentu kalau tidak salah sampai etanol kalau tidak salah sedangkan ada etanol katanya nah ini yang membuat kondisi teman teman spbu swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut dimana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah tambahnya lebih lanjut terkait dengan negosiasi dengan spbu shell achmad mengatakan tidak terjalin karena ada birokrasi internal shell yang harus ditempuh tidak bisa melakukan meneruskan negosiasi ini dikarenakan bahwa ada birokrasi internal yang harus ditempuh katanya sementara itu perwakilan vivo indonesia mengakui bahwa memang pihaknya memang tidak jadi melakukan pembelian dari pertamina memang betul kami sesuai dengan saran dari pak menteri kami telah mengadakan negosiasi dengan pertamina untuk membeli tapi karena ada beberapa hal teknis yang tidak bisa dipenuhi oleh pertamina sehingga apa yang sudah kami mintakan itu dengan terpaksa dibatalkan tapi tidak menutup kemungkinan kami akan berkoordinasi dengan pertamina untuk saat saat mendatang apa yang kami minta mungkin bisa dipenuhi pertamina katanya sebelumnya pt vivo energy indonesia vivo menyatakan sepakat untuk melakukan proses business to business b b dengan pertamina patra niaga ppn dalam pemenuhan bahan bakar minyak bbm dalam hal ini vivo akan menyerap ribu barel mb dari pertamina untuk melayani kebutuhan konsumennya dengan niat baik transparansi serta sesuai dengan good corporate governance ppn dan vivo berkomitmen memastikan ketersediaan bbm serta distribusi energi dan memberikan pelayanan kepada masyarakat kata pj corporate secretary pertamina patra niaga roberth mv dumatubun dalam keterangan tertulis sabtu roberth menyampaikan mekanisme penyediaan pasokan kepada vivo dengan menggunakan prosedur sesuai dengan aturan yang berlaku proses berikutnya akan dilanjutkan dengan uji kualitas dan kuantitas produk bbm menggunakan surveyor yang sudah disepakati bersama ia mengatakan kolaborasi dengan badan usaha swasta menjadi bukti nyata bahwa menjaga energi adalah kerja bersama dengan semangat gotong royong layanan energi diharapkan semakin merata adil dan bermanfaat bagi seluruh masyarakat indonesia katanya
1999,seseorang dengan diabetes bukan berarti harus menghindari makanan yang lezat dan mengenyangkan faktanya memasukkan sayuran segar yang kaya nutrisi ke dalam pola makan dapat menjadi salah satu cara paling efektif untuk mendukung kadar gula darah sehat sayuran tertentu sangat bermanfaat untuk mengelola glukosa berkat kandungan seratnya yang tinggi indeks glikemik rendah serta kaya akan vitamin dan mineral esensial dikutip dari times of india berikut lima sayuran yang sangat cocok untuk pengidap diabetes sayuran ramah diabetes ini sangat rendah karbohidrat hanya sekitar satu gram per cangkir daun mentahnya bayam kaya akan serat magnesium dan kalium tiga nutrisi yang berperan penting dalam mengontrol gula darah bayam yang mengandung asam alfa lipoat berperan penting dalam mengelola gula darah keunggulan bayam adalah cukup serbaguna bisa dicampurkan ke dalam smoothie tumis dengan bawang putih dan herba untuk lauk cepat saji atau gunakan sebagai dasar salad karena rendah kalori tetapi kaya nutrisi sebuah studi di fathom journal menemukan bahwa salah satu senyawa kunci dalam nitrat yang terdapat dalam bayam telah terbukti memiliki efek positif dan sensitivitas insulin brokoli adalah sayuran yang kaya serat dan antioksidan serta mengandung senyawa yang disebut sulforafan yang telah dikaitkan dengan pengurangan peradangan dan peningkatan kontrol gula darah pada pengidap diabetes tipe dalam satu cangkir brokoli matang saya mengandung lebih dari gram serat dan kaya vitamin c serta k brokoli dan sulforafan berpotensi mengurangi hiperglikemia hiperlipidemia resistensi insulin dan stres oksidatif akibat diabetes paprika adalah sayuran yang rendah kalori karbohidrat serta tinggi vitamin c yang dapat membantu menurunkan kadar gula darah tinggi selain itu sayuran ini mengandung antioksidan seperti beta karoten dan flavonoid yang membantu melawan peradangan serta melindungi sel sel tubuh sebuah studi tentang paprika merah yang dipublikasikan di national institute of health mengungkapkan ekstrak etanol paprika merah menunjukkan aktivitas anti diabetes yang dapat menyeimbangkan kadar gula darah dalam tubuh buncis adalah salah satu sayur yang mungkin lebih mudah ditemukan ternyata sayuran ini ampuh untuk mengontrol gula darah sayuran ini dikenal rendah karbohidrat dan kalori dengan jumlah serat dan vitamin a yang minimum dan cukup tidak seperti kacang kacangan lainnya buncis tidak akan meningkatkan kadar gula darah secara signifikan yang dapat dikonsumsi sebagai lauk atau salad sebuah studi yang dipublikasikan di research gate menjelaskan bahwa buncis dapat membantu mengelola diabetes tipe melalui penghambatan serat dan enzim tetapi tidak ideal untuk pengobatan diabetes primer kembang kol kaya akan vitamin c dan folat sayuran ini juga mengandung senyawa yang dapat membantu mengurangi stres oksidatif dan peradangan yang keduanya dapat mempengaruhi keseimbangan gula darah rasanya yang ringan dan dapat menyerap bumbu menjadi enak untuk dikonsumsi sebagai lauk kembang kol juga kaya akan serat dan semua nutrisi penting studi yang dipublikasikan national institute of health menunjukkan bahwa sayuran ini bertindak sebagai sumber antioksidan alami yang baik dan dapat menghasilkan efek antidiabetes
2000,ginjal adalah organ penting yang menyaring limbah menyeimbangkan cairan dan menjaga kesehatan secara keseluruhan mendukung fungsi ginjal secara alami melalui minuman rumahan yang sederhana efektif dan menyegarkan untuk kesehatan minuman yang bisa membantu detoks ginjal kaya akan antioksidan nutrisi dan senyawa bioaktif yang membantu detoksifikasi tubuh mengurangi peradangan mengatur kadar asam urat dan mencegah batu ginjal dikutip dari times of india berikut beberapa minuman rumahan yang bisa mendukung kesehatan ginjal secara alami seledri adalah sayuran diuretik alami dan kaya antioksidan yang mendorong detoksifikasi ginjal minum jus seledri segar dapat membantu mengurangi peradangan ginjal dan mencegah pembentukan batu sebuah studi yang dipublikasikan dalam jurnal pmipa menunjukkan bahwa jus dan ekstrak seledri memiliki efek perlindungan yang signifikan terhadap fungsi ginjal ini termasuk mengurangi pengendapan kristal proteinuria anemia dan stres oksidatif untuk membuatnya campurkan batang seledri dengan sedikit air saring dan minum saat perut kosong untuk mendapatkan hasil yang terbaik perpaduan jahe dan mint menghasilkan minuman yang menenangkan dan anti inflamasi yang mendukung pencernaan dan kesehatan saluran kemih jahe mengandung senyawa seperti gingerol yang membantu mengurangi peradangan sementara mint dapat membantu meredakan iritasi saluran kemih untuk membuatnya rebusan irisan jahe dan segenggam daun mint dalam air selama menit saring dan minum untuk mendapatkan hidrasi yang baik bagi ginjal sebuah studi yang dipublikasikan dalam nutrients menegaskan bahwa jahe mencegah dampak toksik etanol terhadap kerusakan ginjal baik pada tingkat histologi maupun biokimia jus mentimun bersifat menghidrasi dan mengandung flavonoid yang dapat menghambat enzim yang bertanggung jawab atas produksi asam urat hal ini membantu mengurangi kadar asam urat sehingga menurunkan risiko asam urat dan batu ginjal blender mentimun yang sudah dikupas dengan air saring dan nikmati segelas air segar setiap hari kandungan air dan kaliumnya yang tinggi juga mendukung fungsi ginjal dengan membuang racun mencegah pembentukan batu dan menjaga keseimbangan elektrolit untuk kesehatan ginjal secara keseluruhan semangka rendah purin dan tinggi kadar air sehingga ideal untuk hidrasi dan mendukung ekskresi asam urat blender potongan semangka yang telah dibuang bijinya tambahkan sedikit garam hitam secukupnya dan sajikan dingin minuman ini kaya akan antioksidan seperti likopen dan vitamin c semangka juga membantu mengurangi peradangan mendukung detoksifikasi dan meningkatkan keseimbangan metabolisme secara keseluruhan itu menjadikannya obat alami yang sangat baik untuk asam urat dan kesehatan ginjal memulai hari dengan segelas air lemon dapat meningkatkan produksi urine dan membantu membuang racun asam sitrat dalam lemon juga dapat mencegah pembentukan batu ginjal kalsium oksalat dengan meningkatkan kadar sitrat dalam urine untuk menyiapkannya peras setengah buah lemon ke dalam segelas air hangat kuku dan minumlah saat pagi atau di antara waktu makan selain mendukung kesehatan ginjal air lemon dapat membantu melancarkan pencernaan meningkatkan hidrasi dan memberikan sedikit vitamin c yang mendukung sistem kekebalan tubuh mengonsumsinya secara teratur juga dapat membuat kulit lebih bersih dan metabolisme lebih baik tetapi sebaiknya berkumurlah dengan air putih setelah minum air lemon untuk melindungi email gigi dari erosi asam sitrat air lemon juga dapat membantu mengurangi kembung mendukung detoksifikasi hati dan menjadi alternatif minuman manis yang menyegarkan dan rendah kalori
2001,tidak hanya dialami orang tua penyakit asam urat atau gout kini juga banyak menyerang usia produktif mereka yang gemar makan jeroan tanpa memperdulikan keseimbangan gizi lebih rentan mengalaminya penyakit asam urat terjadi ketika tubuh memproduksi senyawa asam urat uric acid lebih banyak lalu mengkristal dan memicu radang di persendian produksi senyawa asam urat dipicu oleh asupan makanan yang mengandung purin data dari riset kesehatan dasar riskesdas menunjukkan bahwa penyakit sendi masih menjadi masalah kesehatan yang cukup tinggi di indonesia secara nasional prevalensinya mencapai persen berdasarkan diagnosis tenaga kesehatan dan bahkan naik menjadi persen bila dilihat dari gejala yang dirasakan kasus terbanyak ditemukan pada kelompok usia lanjut terutama di atas tahun sementara itu laporan dari perhimpunan reumatologi indonesia di tahun yang sama menyebutkan bahwa sekitar persen orang dewasa mengalami gout penyakit asam urat menjadikannya jenis radang sendi artritis yang paling sering dialami pria dewasa namun perlu dipahami bahwa penyakit asam urat tidak semata mata disebabkan oleh makanan kondisi ini muncul ketika tubuh memproduksi atau menahan asam urat lebih banyak dari yang bisa dibuang oleh ginjal dan salah satu pemicunya adalah asupan purin yang berlebihan dari makanan tertentu banyak yang mengira purin adalah zat berbahaya padahal sebenarnya purin merupakan senyawa alami yang ada di setiap sel makhluk hidup termasuk tubuh manusia sendiri dalam jumlah normal purin justru berperan penting karena terlibat dalam pembentukan dna dan energi sel masalah muncul ketika asupan purin dari makanan terlalu banyak tubuh akan memecah purin menjadi asam urat uric acid melalui proses metabolisme di hati bila kadarnya berlebihan dan ginjal tidak mampu membuangnya secara optimal asam urat akan menumpuk dan membentuk kristal tajam di persendian inilah yang menimbulkan rasa nyeri bengkak hingga peradangan khas penyakit gout menurut jurnal the journal of rheumatology tahun kadar asam urat di atas mg dl tergolong tinggi dan bisa memicu serangan gout berulang terutama pada individu dengan pola makan tinggi purin dan konsumsi alkohol pentingnya menjaga keseimbangan purin bukan berarti harus menghindari semua sumber protein yang dibutuhkan adalah mengatur porsi dan memilih bahan makanan yang lebih aman karena kandungan purin tiap bahan sangat bervariasi gejala penyakit asam urat sering muncul tiba tiba bahkan bisa membangunkan seseorang di malam hari karena rasa sakitnya beberapa tanda yang perlu diwaspadai antara lain tidak semua makanan harus dijauhi oleh pengidap penyakit asam urat yang penting adalah mengetahui kandungan purin di dalamnya agar bisa menyesuaikan porsi konsumsi harian kelompok ini termasuk nasi ubi singkong jagung mie bihun tepung beras keju susu telur minyak kue roti puding margarin gula dan buah buahan makanan makanan ini mengandung purin di bawah mg per gram bahan dan aman dikonsumsi setiap hari sesuai kebutuhan energi tubuh jenis ini mencakup ikan daging sapi daging ayam udang kacang kacangan kering serta olahannya tahu tempe bayam asparagus daun singkong kangkung dan melinjo kandungan purinnya sekitar mg per gram bahan sehingga konsumsi perlu dibatasi misalnya hanya kali seminggu termasuk dalam kelompok ini adalah jeroan hati ginjal otak jantung paru ekstrak daging kaldu kental remis kerang bebek ikan sarden emping dan makarel jenis ini mengandung purin lebih dari mg per gram bahan karena itu sebaiknya dihindari atau dikonsumsi dalam jumlah sangat sedikit mengonsumsi makanan tinggi purin secara rutin terbukti mempercepat timbunan kristal asam urat dan memicu serangan gout berulang beberapa langkah sederhana yang bisa dilakukan untuk mencegah asam urat kadar asam urat bisa naik cepat jika terlalu sering mengonsumsi makanan seperti jeroan sarden kerang atau kaldu daging pekat batasi porsinya terutama bagi yang punya riwayat asam urat tinggi alkohol mengandung purin dan etanol yang dapat memicu peningkatan produksi asam urat selain itu asam laktat hasil metabolisme alkohol bisa menghambat pengeluaran asam urat lewat ginjal sehingga kadarnya menumpuk di tubuh kebutuhan cairan tercukupi sekitar liter per hari membantu tubuh membuang kelebihan asam urat melalui urine dan mencegah pembentukan kristal di sendi maupun ginjal kelebihan berat badan membuat proses pembuangan asam urat oleh ginjal jadi lebih lambat menurunkan berat badan ke kisaran normal dapat membantu menstabilkan kadar purin dan menurunkan risiko terkena asam urat memasak dengan cara direbus bisa menurunkan kadar purin dalam bahan makanan karena sebagian purin larut ke dalam air rebusan hindari terlalu sering menggoreng atau memanggang makanan tinggi purin fruktosa dapat meningkatkan kadar asam urat kurangi konsumsi minuman energi atau suplemen tinggi gula
2002,rachmatunnisa detikinet springtail bermata enam berwarna biru cerah yang ditemukan di pulau tsushima jepang ternyata merupakan spesies baru menurut para peneliti springtail ini memiliki panjang sekitar hingga inci dan memiliki enam mata dalam dua baris yang rapi springtail adalah kelompok artropoda kecil tanpa sayap yang hidup di tanah serasah daun dan area lembap lainnya di seluruh dunia hewan kecil yang diberi nama paranura ini umum ditemukan di tanah di seluruh dunia mereka memakan jamur dan bahan yang membusuk serta membantu mendaur ulang nutrisi di dalam tanah penelitian ini dipimpin oleh hiro kasai dari universitas kindai di nara jepang penelitiannya berfokus pada collembola hewan tanah kecil berkaki enam yang sering melompat dalam penelitian ini kami mendeskripsikan empat spesies paranura baru tulis kasai seperti dikutip dari earth com paranura tsushimaensis memiliki panjang sekitar hingga inci dan memiliki enam mata hitam masing masing tiga di setiap sisinya para ilmuwan mengumpulkan dua betina tiga jantan dan satu remaja dari cabang cabang busuk di hutan hijau di pulau sado di niigata enam betina paranura nakamurai ditemukan di dahan dahan yang mati spesies berwarna kuning putih ini panjangnya berkisar antara hingga inci di gunung syakagatake di nara tim mengumpulkan lima betina dan satu jantan dari spesies paranura alpicola hewan ini berwarna kuning dengan tubuh tebal dan berukuran sekitar hingga inci dari tahun hingga di nara survei menemukan beberapa spesimen paranura convallis spesies oranye ini pendek dan gemuk memiliki enam mata dan berukuran panjang sekitar hingga inci adapun nama nama baru ini dimaksudkan untuk menghormati tempat dan habitat hewan hewan tersebut dikumpulkan paranura tsushimaensis merujuk pada pulau tsushima dan convallis merujuk pada lokasi lembah pegunungan paranura alpicola mengambil namanya dari hutan pegunungan tinggi tempat ia ditemukan di gunung syakagatake di pegunungan kii sedangkan paranura nakamurai menghormati kahito nakamura yang menemukan dan mengumpulkan spesies tersebut warna tubuh yang mencolok dari springtail ini bukan hanya untuk pamer pigmentasi pada collembola artropoda tanah kecil seringkali membantu melindungi dari paparan cahaya atau infeksi jamur di bawah naungan serasah hutan variasi tersebut mungkin juga menandai perbedaan dalam mikrohabitat atau pola makan keragaman morfologi paranura menunjukkan isolasi yang panjang antarpopulasi perbedaan kecil dalam ukuran tubuh pola dan jumlah mata mencerminkan adaptasi terhadap berbagai tingkat kelembapan dan tahap pembusukan kayu tumbang ciri ciri ini membantu para ilmuwan memahami bagaimana gradien lingkungan mendorong evolusi bahkan pada hewan yang lebih kecil dari sebutir beras banyak kumbang springtail bersifat saproksilik spesies yang bergantung pada kayu mati untuk makanan atau tempat berlindung sebuah makalah dinas kehutanan as melaporkan bahwa kumbang saproksilik sangat sensitif terhadap pengurangan kayu mati kumbang saproksilik sangat sensitif terhadap praktik pengelolaan hutan yang mengurangi kelimpahan dan keragaman kayu mati tulis michael ulyshen dari dinas kehutanan as spesimen dipindahkan dari corong berlese sebuah alat yang mengeringkan serasah daun dan mengarahkan hewan hewan kecil ke dalam botol kecil spesies biru ini muncul dari sampel hutan cemara yang dikumpulkan pada november di pulau tsushima setelah diabadikan melalui fotografi tim mengawetkan spesimen dalam etanol dan memasang slide untuk pengamatan mikroskop mereka membandingkan morfologi utama ciri ciri tubuh yang terlihat seperti jumlah mata dan pola seta dengan spesies yang telah dideskripsikan genus ini tersebar di asia dan amerika sebagaimana ditunjukkan dalam sebuah artikel yang mendokumentasikan spesies di oregon dan timur jauh rusia keanekaragamannya terus berkembang sebelum survei ini hanya tiga spesies paranura yang diketahui berasal dari jepang berdasarkan catatan sebelumnya penelitian lapangan yang ditujukan pada kayu mati kini menambahkan empat spesies lagi masing masing dari lokasi yang berbeda ulat ekor pegas membantu menguraikan serasah dan menyebarkan mikroba yang mendorong siklus tanah banyak di antaranya merupakan detritivor hewan yang memakan material mati dan mikroba terkait hewan hewan ini berada di posisi yang rendah dalam jaring makanan namun perubahan habitat mereka dapat berdampak ke atas petak petak kayu mati dengan ukuran berbeda mendukung invertebrata yang berbeda pula yang meningkatkan keanekaragaman hayati di seluruh hutan sebuah tinjauan di eropa menemukan bahwa hubungan ini kuat di hutan beriklim sedang melindungi cabang cabang pohon yang tumbang selama penebangan dan pemeliharaan taman dapat menjaga mikrohabitat ini tetap utuh pencarian yang terarah lintas musim ketinggian dan pulau kemungkinan akan mengungkap spesies tambahan dalam genus ini pegunungan dan garis pantai jepang yang beragam menciptakan banyak mikrohabitat kantong lingkungan kecil dengan kelembapan dan jamur yang khas studi ini dipublikasikan di jurnal zootaxa ini memberikan peta bagi para surveyor masa depan untuk menemukan spesies yang tersembunyi di tempat yang mudah terlihat
2003,kemasan saus korea halal bikin heboh karena ada kata spirit yang identik dengan alkohol lppom mui jelaskan maknanya dan pastikan produk tersebut tetap halal produk makanan korea memang sedang digemari terutama yang sudah bersertifikat halal namun baru baru ini konsumen heboh setelah menemukan kata spirit di kemasan saus korea halal istilah itu langsung bikin penasaran karena identik dengan minuman keras biasanya istilah itu dipakai untuk produk minuman keras seperti whiskey atau vodka banyak yang bingung bagaimana bisa produk halal mencantumkan kata yang terdengar seperti alkohol perdebatan ini ramai di media sosial dan forum pecinta kuliner korea namun ternyata kata spirit di label tersebut bukan merujuk pada minuman keras melainkan terjemahan dari kata korea jujeong yang berarti etanol untuk keperluan pangan dalam industri makanan korea etanol digunakan sebagai pelarut bahan rasa atau aroma penggunaan ini bersifat teknis dan tidak menyalahi aturan halal lapor situs lppom mui menurut direktur eksekutif lppom mui muti arintawati perbedaan bahasa bisa membuat istilah teknis disalahartikan dalam konteks ini spirit tidak selalu berarti minuman keras jelasnya ia menambahkan etanol yang digunakan dalam produk halal harus memenuhi ketentuan mui selama tidak berasal dari bahan haram dan bukan hasil fermentasi minuman keras maka boleh digunakan tegas muti ketentuan tersebut tertuang dalam fatwa mui nomor tahun tentang alkohol dan etanol dalam aturan itu etanol diperbolehkan jika tidak menyebabkan mabuk dan digunakan untuk tujuan teknologi pangan pada kasus saus korea ini etanol yang digunakan berasal dari bahan non alkohol jadi meski tertulis spirit produk tersebut tetap dinyatakan halal oleh lembaga sertifikasi muti juga mengimbau masyarakat agar tidak mudah panik melihat istilah asing di label makanan yang penting adalah memahami konteks dan memastikan sumber bahan bakunya ujarnya
2004,perusahaan spbu swasta mendapat pasokan base fuel bahan bakar dasar dari pertamina beberapa bulan lalu para perusahaan spbu swasta tidak menyepakati pasokan base fuel dari pertamina karena dinilai ada kandungan etanol kini mereka sudah kembali menyediakan bahan bakar minyak bbm jenis bensin dengan base fuel dari pertamina dikutip detikfinance pertamina dan shell indonesia sepakat soal pasokan base fuel alias bahan bakar minyak bbm murni menurut keterangan pertamina patra niaga anak usaha pertamina bbm mulai dikirim ke spbu shell pasokan bbm tersebut mencapai ribu barel penyaluran kepada shell indonesia menegaskan bahwa pertamina patra niaga tidak hanya siap memenuhi kebutuhan bbm untuk jaringan spbu pertamina tetapi juga menjadi mitra strategis bagi operator spbu swasta kata corporate secretary pertamina patra niaga roberth mv dumatubun sebelumnya bp akr dan vivo juga sepakat menggunakan pasokan base fuel dari pertamina kini bensin di spbu swasta tersebut sudah ada lagi untuk shell indonesia penyaluran kali ini mb sehingga total suplai kepada seluruh spbu swasta bp akr vivo dan shell indonesia mencapai mb menunjukkan kapasitas suplai kami yang kuat responsif dan mampu menjawab kebutuhan energi nasional ujar roberth apakah masih ada kandungan etanol di base fuel yang dipasok untuk bensin shell dan bp bp indonesia melalui akun instagramnya menanggapi pertanyaan netizen mengenai kandungan etanol di base fuel yang dipasok pertamina untuk bp mereka mengklaim tidak ada kandungan etanol di bahan bakar bensinnya kami informasikan bahwa formulasi bahan bakar kami saat ini belum menggunakan etanol tulis bp di akun instagramnya selain bp shell juga memastikan bahan bakar dasar yang dipasok pertamina untuk shell tidak mengandung etanol base fuel untuk produk bbm shell di indonesia tidak memiliki kandungan etanol jawab shell indonesia di kolom komentar instagram saat ditanyakan mengenai kandungan etanol di bbm oleh warganet
2005,shell akhirnya kembali menyediakan bahan bakar minyak bbm jenis bensin kini bensin ron shell super sudah tersedia kembali di beberapa spbu shell shell menggunakan base fuel bahan bakar dasar yang dipasok oleh pertamina dikutip detikfinance pertamina dan shell indonesia sepakat soal pasokan base fuel alias bahan bakar minyak bbm murni menurut keterangan pertamina patra niaga anak usaha pertamina bbm mulai dikirim ke spbu shell pasokan bbm tersebut mencapai ribu barel penyaluran kepada shell indonesia menegaskan bahwa pertamina patra niaga tidak hanya siap memenuhi kebutuhan bbm untuk jaringan spbu pertamina tetapi juga menjadi mitra strategis bagi operator spbu swasta untuk shell indonesia penyaluran kali ini mb kata corporate secretary pertamina patra niaga roberth mv dumatubun sebelum ini sempat ada perdebatan bahwa base fuel dari pertamina memiliki kandungan etanol sehingga spbu swasta sempat menunda pasokan base fuel dari pertamina tersebut kini shell memastikan bahan bakar dasar yang dipasok pertamina untuk shell tidak mengandung etanol base fuel untuk produk bbm shell di indonesia tidak memiliki kandungan etanol jawab shell indonesia di kolom komentar instagram saat ditanyakan mengenai kandungan etanol di bbm oleh warganet shell juga mengungkapkan bahan bakar shell super telah melalui uji kualitas yang ketat base fuel yang dipasok dari pertamina diolah lagi sehingga sesuai dengan standar shell untuk menjawab kebutuhan bahan bakar berkualitas hingga akhir kami mengimpor base fuel bahan bakar dasar melalui skema business to business b b sesuai arahan pemerintah dan telah melalui uji kualitas ketat oleh surveyor independen tepercaya berstandar internasional tulis shell indonesia base fuel tersebut diolah dan dicampur aditif dengan teknologi yang telah dipatenkan oleh shell secara global kemudian didistribusikan ke spbu shell mengikuti standar keselamatan dan operasional shell sambungnya
2006,shell memastikan sudah menyediakan kembali bahan bakar minyak bbm jenis bensin ron dengan produk shell super shell menggunakan base fuel bahan bakar dasar yang dipasok oleh pertamina dikutip detikfinance pertamina dan shell indonesia sepakat soal pasokan base fuel alias bahan bakar minyak bbm murni menurut keterangan pertamina patra niaga anak usaha pertamina bbm mulai dikirim ke spbu shell pasokan bbm tersebut mencapai ribu barel penyaluran kepada shell indonesia menegaskan bahwa pertamina patra niaga tidak hanya siap memenuhi kebutuhan bbm untuk jaringan spbu pertamina tetapi juga menjadi mitra strategis bagi operator spbu swasta untuk shell indonesia penyaluran kali ini mb kata corporate secretary pertamina patra niaga roberth mv dumatubun lantas bagaimana kualitasnya shell indonesia melalui akun instagramnya menegaskan bensin ron shell super sudah memenuhi standar internasional base fuel atau bahan bakar dasar yang dipasok oleh pertamina kemudian dicampur aditif sesuai standar shell global untuk menjawab kebutuhan bahan bakar berkualitas hingga akhir kami mengimpor base fuel bahan bakar dasar melalui skema business to business b b sesuai arahan pemerintah dan telah melalui uji kualitas ketat oleh surveyor independen terpercaya berstandar internasional tulis shell indonesia di kolom komentar akun instagramnya base fuel tersebut diolah dan dicampur aditif dengan teknologi yang telah dipatenkan oleh shell secara global kemudian didistribusikan ke spbu shell mengikuti standar keselamatan dan operasional shell sambungnya shell juga memastikan base fuel untuk produk bbm shell di indonesia tidak memiliki kandungan etanol dikutip dari situs resmi shell indonesia untuk bbm jenis bensin saat ini baru tersedia bensin ron shell super sedangkan shell v power dan v power nitro belum tersedia bensin shell super itu sudah tersedia di jakarta tangerang cilegon serang bogor depok bekasi bandung cirebon dan karawang bensin shell super saat ini dijual dengan harga rp untuk wilayah jakarta banten dan jawa barat
2007,kami pekan lalu baru pulang dari jepang untuk menyaksikan japan mobility show ada banyak banget teknologi mobilitas dipamerkan brand brand jepang pada ajang dua tahunan tersebut menariknya di tengah tekanan besar kendaraan full listrik dari china toyota dkk ternyata konsisten dengan jalan yang sudah mereka pilih sejak lama multi pathway jangan salah bukan berarti brand brand jepang enggak punya mobil listrik mereka punya tapi itu bukan sajian utama di pameran jms kali ini merek merek jepang itu menawarkan banyak opsi pilihan sumber penggerak kendaraan yang mereka yakini pilihannya bukan hanya listrik toyota memaparkan bagaimana mereka tengah melakukan penelitian memproduksi etanol dari bahan non pangan sementara suzuki punya teknologi bahan bakar dari kotoran sapi sedangkan mazda kabarnya tengah mengembangkan bahan bakar dari alga intinya jika bicara upaya menurunkan polusi kubu jepang meyakini ada banyak jalan meraih target tersebut mobil listrik bukan pilihan satu satunya banyak pabrikan jepang yang juga menunjukkan kalau mereka bukan lagi sekadar menjadi produsen otomotif tapi sudah berubah menjadi penyedia produk mobilitas maka tidak heran kalau banyak perangkat mobilitas mejeng di atas booth booth peserta pameran tonton video podcast siniar injeksi terbaru dan baca laporan perjalanan enam wartawan detikoto mengikuti japan mobility show hanya di detikcom
